,brand,"100,000","14,999","149,999","199,999","200,000","24,999","34,999","49,999","74,999","99,999",highest_income,lowest_income
50,Bostitch,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
51,Bounce,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
52,Bounty Paper Towels,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
53,Brachs,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
54,Bragg,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
55,Breyers,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
56,Bridgford,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
57,Brooks (Beans),21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
58,Brother,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
59,Bubly (Sparkling Water),21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
60,Budweiser,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
61,Bugles,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
62,Buitoni,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
63,Bulls-Eye,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
64,Bumble Bee,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
65,Cadbury,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
66,Calgon,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
67,Calico,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
68,Calidad,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
69,California Sun Dry,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
70,Campbells,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
71,Canada Dry,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
72,Canine Carry Outs,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
73,Canon,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
74,Cape Cod,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
75,Capri Sun,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
76,Carefree,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
77,Caribou Coffee,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
78,Carvel Ice Cream,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
79,Cascadian Farm,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
80,Centrum,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
81,Cetaphil,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
82,Checkers and Rallys,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
83,Cheetos,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
84,Cheez Whiz,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
85,Chef Boyardee,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
86,Chex,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
87,Chicken of the Sea,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
88,Chiquita,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
89,Cinnabon,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
90,Cinnamon Toast Crunch,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
91,Clabber Girl,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
92,Clairol,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
93,Clamato,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
94,Claussen,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
95,Clean & Clear,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
96,Clif Bar,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
97,Clinique,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
98,Clorox,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
99,Close-Up,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
100,Coca Cola,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
101,Coleman,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
102,Colgate,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
103,Contigo,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
104,Cooper (Cheese),21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
105,Coors,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
106,Core Hydration,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
107,CoverGirl,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
108,Cra-Z-Art,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
109,Crayola,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
110,Cream O Land,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
111,Creme of Nature,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
112,Crisco (Canola Oil),21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
113,Crush Orange,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
114,Crystal Light,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
115,DYMO,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
116,Dairy Queen,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
117,Dairygold,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
118,Daisy Brand,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
119,Dannon,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
120,David Sunflower Seeds,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
121,Dawn,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
122,Deja Blue,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
123,Del Monte,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
124,Dell,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
125,Desitin,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
126,DiGiorno Pizza,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
127,Dial,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
128,Diet Rite,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
129,Dixon-Ticonderoga,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
130,Domex,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
131,Dominos,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
132,Doritos,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
133,Dove,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
134,Downy,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
135,Dr. Pepper,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
136,Drakes,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
137,Dreyers,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
138,Duncan Hines,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
139,Dunkin Donuts,21.36263866067004,16.438900802285414,45.498424975468474,17.19485384533036,17.619251249628142,34.22720366744021,33.54072728102342,45.11117871302753,61.3308228179931,42.986717010981984,"74,999","14,999"
