,categories_textform,short_name,price,sales_count
4580,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
4581,BABY ITEMS,Burt,4.29,223.0
4582,nan,Lipton Lemon Iced Tea,18.75,
4583,nan,Lipton Lemon Iced Tea,18.75,
4584,GROCERIES,Rapid,11.89,0.0
4585,nan,Squirt Caffeine-Free Soda,11.34,
4586,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
4587,nan,Gerber,2.34,
4588,nan,Eucalyptus/Peppermint Body Wash,10.99,2.0
4589,GROCERIES,Crest Leave-On Teeth Whitening,49.99,109.0
4590,nan,Organic Vanilla Kids,5.49,
4591,COOKIES,Organic,5.99,1.0
4592,nan,Lipton Iced Tea Mix Black Tea,10.83,
4593,nan,Diet Canada Dry Tonic,1.58,
4594,COOKIES,Deodorant,8.49,45.0
4595,nan,Kellogg,5.24,27.0
4596,COOKIES,Smartypants Prenatal,20.99,164.0
4597,FROZEN FOOD,Eggo Frozen Waffles,3.54,1527.0
4598,GROCERIES,Antiperspirant Deodorant,11.99,45.0
4599,GROCERIES,Larabar Lemon,14.39,59.0
4600,GROCERIES,Swedish Fish Mini Soft,7.24,328.0
4601,nan,Sunkist Grape Soda,17.99,
4602,nan,Larabar Cinnamon Swirl,5.59,
4603,nan,Lipton,2.48,
4604,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
4605,GROCERIES,Siriusxm Black Onyx,105.98,3.0
4606,,Cheez-It Cheese Crackers,6.34,
4607,HEALTH CARE,Advil Pm Pain Reliever,12.79,0.0
4608,DAIRY,Based Buffalo Style,6.19,7.0
4609,PERSONAL CARE,Polident Overnight Whitening Cleanser Tablets,8.99,0.0
4610,nan,Dunkin Original Blend Whole Bean Coffee,13.92,
4611,nan,Bull Energy Drink,8.87,
4612,nan,Smoothing Castor,10.79,
4613,GROCERIES,Bower,14.99,2.0
4614,BACK2SCHOOL,Smartypants Kids,14.99,73.0
4615,nan,Jvc Headphones,14.99,
4616,nan,Caffeine-Free,2.88,
4617,COOKIES,Sea Salt,4.99,1.0
4618,nan,Nature,3.74,
4619,GROCERIES,Logitech,45.98,39.0
4620,nan,Diet Dr Pepper Soda,12.94,
4621,nan,Preparation H Multi Symptom Hemorrhoid Cream Tube,7.39,
4622,BEVERAGES,Melatonin Sleep,7.59,4.0
4623,DAIRY,Organic Dairy-Free Strawberry Probiotic,2.19,3.0
4624,PET CARE,Sensodyne Pronamel Intensive Repair Sensitivity Toothpaste,8.49,0.0
4625,GROCERIES,Shark Self-Cleaning Brushroll Pet Upright Vacuum,205.98,2.0
4626,nan,Lipton,18.5,
4627,nan,Kellogg,3.34,
4628,nan,Diet,2.88,
4629,BREAD & BAKERY,Olay Deep Hydrating Eye Gel,30.99,3.0
4630,PERSONAL CARE,Polident Overnight Whitening Cleanser Tablets,8.99,0.0
4631,nan,Organic Ashwagandha,1.59,
4632,HEALTH CARE,Advil Pm Pain Reliever,12.79,0.0
4633,nan,Sunkist Zero Sugar Orange Soda,15.4,
4634,HEALTH & MEDICINE,Vicks Zzzquil Pure Zzzs Sleep,16.99,2.0
4635,nan,Pringles Potato Crisps Chips,2.24,
4636,GROCERIES,Vegan Avocado,7.29,5.0
4637,nan,Paramount Pictures,16.99,
4638,nan,Pineapple Sparkling,5.49,
4639,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,10.39,0.0
4640,PERSONAL CARE,Ultra Thin Pads Unscented Size,9.99,237.0
4641,nan,Smoked Oysters,3.29,
4642,nan,Kellogg,5.24,27.0
4643,BEVERAGES,Pny Black,65.98,33.0
4644,nan,Coffee Dark Roast Ground Coffee,11.03,
4645,DAIRY,Organic Dairy-Free Strawberry Cultured Probiotic,4.49,1.0
4646,BEVERAGES,Oral-B Glide Pro-Health Cool Mint Dental Floss,9.49,442.0
4647,HEALTH CARE,Vaseline Petroleum Jelly Original,5.29,24.0
4648,nan,Pepsi Cola,10.18,
4649,GROCERIES,Olay Regenerist Micro-Sculpting Cream Face Moisturizer,10.49,67.0
4650,GROCERIES,Herbal Essences,9.19,207.0
4651,nan,Cheez-It Cheese Crackers,4.04,
4652,nan,Olay Vitamin,11.99,
4653,nan,Manuka Honey,11.89,
4654,FROZEN FOOD,Eggo Frozen,3.54,55.0
4655,GROCERIES,Ultra Moist Avocado Olive,6.79,7.0
4656,GROCERIES,Rapid,11.89,0.0
4657,GROCERIES,Dawn Platinum Dishwashing Liquid Dish Soap,4.99,41.0
4658,GROCERIES,Korean Bbq Crunchy Chickpeas,4.29,5.0
4659,nan,Diet Mountain Dew Citrus Soda Pop,3.33,
4660,nan,Apple,27.99,
4661,nan,Ibc Cream Soda Made,3.24,
4662,nan,Dickason,11.49,
4663,nan,O-Live Premium Extra,14.99,7.0
4664,nan,Sensodyne Sensitive Teeth Rapid Relief Toothpaste,6.49,
4665,nan,Bull Energy Drink,8.87,
4666,GROCERIES,Lg Black,185.98,36.0
4667,nan,Jumex,21.95,
4668,COOKIES,Peppermint,2.59,2.0
4669,GROCERIES,Fanta Orange Soda,2.75,0.0
4670,nan,Pringles Potato Crisps Chips,1.74,
4671,GROCERIES,Head,8.49,
4672,BEVERAGES,Sennheiser Black Momentum True Wireless,205.97,1.0
4673,BEVERAGES,Energizing Lemon,2.59,2.0
4674,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
4675,DAIRY,Preparation H Rapid Relief Lidocaine Hemorrhoid Cream,24.39,113.0
4676,nan,Truffle Mushroom,11.79,
4677,GROCERIES,Invisible,8.99,140.0
4678,HEALTH & MEDICINE,Vicks Pure Zzzs De-Stress,19.99,1.0
4679,nan,Preparation H Multi Symptom Hemorrhoid Cream Tube,7.39,
4680,PERSONAL CARE,Poligrip Zinc Free Original Denture Adhesive Cream,6.49,0.0
4681,SEXUAL WELLNESS,Nature,10.19,0.0
4682,BEVERAGES,Propel Electrolyte,1.0,320.0
4683,nan,Olay Moisture Ribbons,6.49,
4684,PERSONAL CARE,Poligrip Additive Free Denture Adhesive Cream,6.49,0.0
4685,BABY ITEMS,Olay Anti-Aging Face Moisturizer,27.99,139.0
4686,nan,Caffeine-Free,48.63,
4687,nan,Mountain Dew Zero Sugar Citrus Soda Pop,4.98,
4688,nan,Lipton,18.5,
4689,nan,Squirt Caffeine-Free Soda,11.34,
4690,FITNESS & PERSONAL CARE,Fitbit Aria,45.94,0.0
4691,nan,Bull Energy Drink,8.87,
4692,FROZEN,Earth Curry Tiger Frozen Dinner,7.49,229.0
4693,GROCERIES,Olay,10.49,44.0
4694,DAIRY,Smooth Almond Butter,11.99,4.0
4695,nan,Coco Joy,2.88,
4696,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
4697,nan,Thoughtfully,22.49,
4698,HOUSEHOLD,Febreze,3.49,147.0
4699,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
4700,HEALTH CARE,Preparation H Hemorrhoid Cooling Gel Tube,12.49,80.0
4701,nan,Olay Vitamin,7.49,
4702,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
4703,nan,Excedrin Extra Strength Headache Relief Caplets,7.99,
4704,nan,7Up Cherry,18.75,
4705,nan,Pringles Potato Crisps Chips,1.74,11.0
4706,nan,Ibc Cream Soda Made,3.24,
4707,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
4708,nan,Excedrin Extra Strength Headache Relief Caplets,7.99,
4709,GROCERIES,Gillette Mach3,9.99,60.0
4710,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
4711,HEALTH CARE,Advil Pm Pain Reliever,5.09,0.0
4712,nan,Lowepro,12.99,
4713,BEVERAGES,Herbal Essences Sulfate-Free Honey,8.49,54.0
4714,nan,Glaceau Smartwater,14.86,
4715,nan,Preparation H Cooling Spray,9.99,
4716,nan,Rockstar Punched,5.28,
4717,GROCERIES,Oral-B Bacteria Blast Manual Toothbrush,2.49,264.0
4718,PAPER PRODUCTS,Samsung Phantom Silver Galaxy Buds Pro True Wireless Earbud Headphones,175.98,34.0
4719,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
4720,nan,Centrum Multivitamin,22.99,
4721,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
4722,nan,Diet Canada Dry Tonic,1.58,
4723,nan,Pringles Potato Crisps Chips,1.74,11.0
4724,HEALTH & MEDICINE,Preparation H Hemorrhoid Relief Ointment Tube,12.49,214.0
4725,COOKIES,Olay Ultimate Eye Cream,30.99,225.0
4726,PERSONAL CARE,Parodontax Teeth Whitening Toothpaste,7.49,4.0
4727,nan,Excedrin Migraine Pain Relief Caplets,3.69,
4728,GROCERIES,Olay Micro-Sculpting Cream,36.99,371.0
4729,BABY ITEMS,Preparation H Hemorrhoid Relief Suppositories,12.79,245.0
4730,BABY ITEMS,Olay Lotion Moisturizer,9.99,164.0
4731,GROCERIES,Olay Retinol,34.99,10.0
4732,HEALTH CARE,Advil Pm Pain Reliever,5.09,0.0
4733,nan,Align Advanced Prebiotic Supplement,26.99,
4734,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
4735,BEVERAGES,Propel Electrolyte,1.0,320.0
4736,nan,Bull Energy Drink,8.87,
4737,GROCERIES,Oral-B,8.99,76.0
4738,SEXUAL WELLNESS,Nature,10.99,0.0
4739,nan,Kellogg,3.24,2.0
4740,DELI,Crest Pro-Health Intense Mouthwash,5.29,73.0
4741,GROCERIES,Crest Leave-On Teeth Whitening,66.99,74.0
4742,HEALTH CARE,Vicks Zzzquil Pure Zzzs Melatonin Sleep,10.49,21.0
4743,GROCERIES,Gillette Mach3,9.99,60.0
4744,HEALTH & MEDICINE,Advil Pm Pain Reliever,11.49,0.0
4745,HEALTH & MEDICINE,Advil Pm Pain Reliever,11.49,0.0
4746,PERSONAL CARE,Polident Overnight Whitening Cleanser Tablets,8.99,0.0
4747,GROCERIES,Colgate Toothpaste,3.0,57.0
4748,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
4749,HEALTH CARE,Advil Pain Reliever,10.99,31.0
4750,COOKIES,Smartypants Prenatal,20.99,164.0
4751,nan,Advil Coated Caplets,5.99,
4752,nan,Cactus Cooler Orange Pineapple Soda Pop,20.78,
4753,GROCERIES,Olay Regenerist Micro-Sculpting Cream Face Moisturizer,10.49,67.0
4754,GROCERIES,Invisible,8.99,140.0
4755,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
4756,PANTRY,Cinnamon Toast,5.99,47.0
4757,FROZEN FOOD,Eggo Frozen Waffles,3.54,1527.0
4758,GROCERIES,Spice Invisible,7.99,41.0
4759,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
4760,nan,Olay Moisture Outlast,7.99,
4761,BEVERAGES,Olay Deep Hydration Serum,35.99,137.0
4762,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,8.49,
4763,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
4764,nan,Olay Vitamin,7.49,
4765,GROCERIES,Sunkist Orange Soda,3.98,0.0
4766,BAKING ESSENTIALS,Truvia Calorie Free Sweetener,5.24,63.0
4767,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
4768,PERSONAL CARE,Parodontax Teeth Whitening Toothpaste,7.49,4.0
4769,nan,Bull Energy Drink,8.87,
4770,nan,Dove Body Wash,14.99,
4771,nan,Diet Dr Pepper Soda,12.94,
4772,PERSONAL CARE,Spice Aluminum Free Deodorant,7.99,0.0
4773,GROCERIES,Spice Invisible,7.99,39.0
4774,nan,Glaceau Smartwater,14.86,
4775,DAIRY,Olay Firming Cream,7.49,131.0
4776,nan,Diet Pepsi Cola Soda Pop,10.18,
4777,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
4778,nan,Olay Moisture Outlast,7.99,
4779,nan,Kellogg,3.54,40.0
4780,nan,Pepsi Cola Soda Pop,3.33,
4781,nan,Preparation H Multi Symptom Hemorrhoid Cream Tube,12.49,
4782,nan,Pringles Potato Crisps Chips,1.74,
4783,nan,Glaceau Smartwater,14.86,
4784,nan,Olay Vitamin,7.49,
4785,nan,Olay Vitamin,11.99,
4786,HEALTH CARE,Advil Pm Pain Reliever,5.09,0.0
4787,COOKIES,Olay Ultimate Eye Cream,30.99,225.0
4788,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
4789,SEXUAL WELLNESS,Nature,10.99,0.0
4790,nan,Pringles Potato Crisps Chips,1.74,11.0
4791,HEALTH CARE,Advil Pain Reliever,10.99,31.0
4792,nan,Pringles Potato Crisps Chips,1.74,
4793,nan,Crush Grape Soda,18.28,
4794,nan,Bull Energy Drink,8.87,
4795,GROCERIES,Olay Regenerist Micro-Sculpting Serum,37.99,9.0
4796,DELI,Crest Pro-Health Intense Mouthwash,5.29,73.0
4797,HEALTH CARE,Advil Pm Pain Reliever,5.09,0.0
4798,GROCERIES,Maxwell,6.28,0.0
4799,GROCERIES,Olay,10.49,44.0
4800,nan,Apple Black Watch,174.99,
4801,HOME THEATER & AUDIO,Lg Ubk80,185.98,1.0
4802,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
4803,nan,Squirt Caffeine-Free Soda,11.34,
4804,nan,Propel Electrolyte,1.0,
4805,BEER,Aged Balsamic,12.49,27.0
4806,HEALTH CARE,Advil Pm Pain Reliever,12.79,0.0
4807,nan,Pringles Potato Crisps Chips,2.24,
4808,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
4809,PERSONAL CARE,Parodontax Teeth Whitening Toothpaste,6.79,4.0
4810,,Cheez-It Cheese Cracker Chips,4.94,
4811,DAIRY,Mozzarella Sticks,4.79,19.0
4812,BEVERAGES,Tampax Pearl,10.99,116.0
4813,nan,Lipton Lemon Iced Tea,18.75,
4814,nan,Bull Energy Drink,8.87,
4815,nan,Diet Canada Dry Tonic,1.58,
4816,COOKIES,Dark Chocolate Sunflower Seed Butter Pouch,1.29,3.0
4817,nan,Bottle Brush,10.29,
4818,nan,Uncle Lee,23.04,
4819,BABY ITEMS,Burt,4.29,223.0
4820,HEALTH CARE,Advil Pm Pain Reliever,12.79,0.0
4821,GROCERIES,Olay Cleansing,10.99,3.0
4822,nan,Hp,64.99,
4823,nan,Pringles Potato Crisps Chips,3.04,
4824,GROCERIES,Wash Body Cedarwood,5.89,4.0
4825,BEVERAGES,Turmeric Lemonade Juice,3.19,1.0
4826,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
4827,nan,Gluten-Free Spaghetti Pasta,6.99,
4828,PERSONAL CARE,Spice Aluminum Free Deodorant,7.99,0.0
4829,DELI,Crest Pro-Health Intense Mouthwash,5.29,73.0
4830,nan,Olay Vitamin,7.49,
4831,nan,Paramount Pictures,16.99,
4832,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
4833,nan,Kellogg,4.74,2.0
4834,GROCERIES,Tide,8.49,519.0
4835,COOKIES,Sandisk Extreme,135.98,36.0
4836,nan,Dickason,11.49,
4837,DAIRY,Pringles Potato Crisps Chips,2.24,33.0
4838,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
4839,nan,Pringles Potato Crisps Chips,2.24,
4840,nan,Caffeine-Free,2.88,
4841,GROCERIES,Kellogg,3.04,
4842,nan,Fiber,8.04,
4843,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,7.29,0.0
4844,HOUSEHOLD,Swiffer Wet Mopping Cloths,11.99,65.0
4845,nan,Fiber,8.04,
4846,DAIRY,Cheez-It Cheese Crackers,4.04,324.0
4847,,Eggo Frozen Waffles,8.79,
4848,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
4849,PET CARE,Sensodyne Pronamel Intensive Repair Sensitivity Toothpaste,8.49,0.0
4850,nan,Lipton Lemon Iced Tea,18.75,
4851,nan,Caffeine-Free,2.88,
4852,nan,Entertainment Cracker,11.31,
4853,CAR ELECTRONICS & GPS,Scosche Magnetic,24.99,37.0
4854,GROCERIES,Clinical Strength Smooth,8.99,185.0
4855,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,185.0
4856,nan,Pringles Potato Crisps Chips,2.24,
4857,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
4858,nan,Polident,8.99,
4859,nan,Garmin Forerunner,135.98,
4860,GROCERIES,Rose Deodorant Spray,12.49,6.0
4861,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
4862,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
4863,BEVERAGES,Oral-B Glide Pro-Health Cool Mint Dental Floss,9.49,442.0
4864,nan,Diet Dr Pepper Soda,12.94,
4865,nan,Fresh Shishito Peppers,4.99,
4866,BEVERAGES,Organic Alma De La Tierra Gd Coffee,11.99,1.0
4867,BEVERAGES,Propel Electrolyte,1.0,320.0
4868,DAIRY,Gluten Free Ravioli Spinach,8.79,17.0
4869,COOKIES,Kellogg,4.04,89.0
4870,HEALTH & MEDICINE,Preparation H Hemorrhoid Relief Ointment Tube,12.49,214.0
4871,nan,Diet Dr Pepper Soda,12.94,
4872,nan,Cactus Cooler Orange Pineapple Soda Pop,20.78,
4873,CANNED GOODS,Progresso Soup,3.19,14.0
4874,nan,Pepsi Cola Soda Pop,3.33,
4875,BEVERAGES,Body Lotion,11.79,2.0
4876,COOKIES,Organic Dark Roasted Creamy Peanut Butter,5.99,5.0
4877,nan,Refresh Mint Tea,3.79,
4878,nan,Lipton Diet,18.96,
4879,DAIRY,Creamy,3.99,1.0
4880,GROCERIES,Olay Regenerist Micro-Sculpting Cream Face Moisturizer,10.49,67.0
4881,BEVERAGES,Lacroix Sparkling,3.69,7.0
4882,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
4883,BEVERAGES,Tampax Pearl,10.99,116.0
4884,GROCERIES,Olay Micro-Sculpting Cream,36.99,371.0
4885,nan,Kellogg,5.24,27.0
4886,HOME,Spice Anti-Perspirant Deodorant,7.99,0.0
4887,nan,Orgain Grass Fed Hydrolyzed Collagen Peptides Protein Powder,23.19,10.0
4888,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
4889,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,7.29,
4890,nan,Kellogg,3.34,
4891,GROCERIES,Curry,4.49,5.0
4892,nan,Pringles Potato Crisps Chips,2.24,
4893,HOME,Scott Bathroom Tissue,1.29,114.0
4894,nan,Organic Choc Chip Cookie Bites,8.99,
4895,nan,Fiery Chile Lime,4.99,
4896,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
4897,nan,Olay Vitamin,11.99,
4898,nan,Easy,71.98,
4899,GROCERIES,Clinical Strength Smooth,8.99,185.0
4900,COOKIES,Nature,4.14,211.0
4901,COOKIES,Pringles Potato Crisps Chips,6.49,278.0
4902,BEAUTY,Sensodyne Pronamel,14.99,0.0
4903,GROCERIES,Antiperspirant Deodorant,11.99,45.0
4904,GROCERIES,Swedish Fish Mini Soft,7.24,328.0
4905,BREAD & BAKERY,Olay Deep Hydrating Eye Gel,30.99,3.0
4906,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
4907,nan,Kellogg,3.24,2.0
4908,GROCERIES,Pure,10.99,89.0
4909,BEVERAGES,Diet,24.06,0.0
4910,GROCERIES,Fanta Orange Soda,2.75,0.0
4911,GROCERIES,Olay,10.49,44.0
4912,nan,Bull Energy Drink,8.87,
4913,nan,Margherita,7.29,
4914,nan,Insignia,35.98,
4915,PERSONAL CARE,Gillette,26.99,116.0
4916,PERSONAL CARE,Spice Aluminum Free Deodorant,7.99,0.0
4917,nan,Mountain Dew Citrus Soda Pop,3.33,
4918,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
4919,nan,Preparation H Cooling Spray,9.99,
4920,nan,Lagunita,11.99,
4921,BEVERAGES,Olay Deep Hydration Serum,35.99,137.0
4922,nan,Diet Pepsi Cola Soda Pop,3.33,
4923,nan,Pringles Potato Crisps Chips,1.74,11.0
4924,GROCERIES,Trident,3.49,11.0
4925,GROCERIES,Electronic,19.99,43.0
4926,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
4927,nan,Ibc Cream Soda Made,3.24,
4928,nan,Coca-Cola Zero Sugar Soda Pop,4.88,
4929,BEVERAGES,Folgers Coffee,15.49,1779.0
4930,VITAMINS & SUPPLEMENTS,Align Probiotic Supplement,21.99,3.0
4931,HEALTH & MEDICINE,Vicks Zzzquil Pure Zzzs Sleep,16.99,2.0
4932,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
4933,nan,Peanut Butter,4.99,2.0
4934,nan,Bull Energy Drink,8.87,
4935,HEALTH CARE,Advil Pain Reliever,19.19,31.0
4936,nan,Polident,8.99,
4937,BABY ITEMS,Olay Lotion Moisturizer,9.99,164.0
4938,BEVERAGES,Diet,24.06,0.0
4939,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
4940,GROCERIES,Olay Micro-Sculpting Cream,36.99,371.0
4941,GROCERIES,Trident,3.49,11.0
4942,COOKIES,Nordic Omega,30.09,4.0
4943,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
4944,nan,Sunkist Orange Soda Pop,1.0,
4945,GROCERIES,Olay,10.49,44.0
4946,GROCERIES,Corsair Ll,35.98,42.0
4947,BEVERAGES,Oral-B Glide Pro-Health Cool Mint Dental Floss,9.49,442.0
4948,nan,Glaceau Smartwater,14.86,
4949,HEALTH CARE,Advil Pain Reliever,19.19,31.0
4950,nan,Pringles Potato Crisps Chips,1.74,11.0
4951,PERSONAL CARE,Sensodyne Extra Whitening Sensitivity Toothpaste,7.29,84.0
4952,nan,Essentia Bottled,14.99,
4953,nan,Keurig Dr Pepper Brushed,145.98,
4954,nan,Bull Energy Drink,8.87,
4955,nan,Lipton Diet,18.96,
4956,nan,Sunkist Zero Sugar Orange Soda,2.88,
4957,nan,Flex Cap Starfish,35.89,
4958,nan,Kellogg,3.24,2.0
4959,GROCERIES,Spice Aqua Reef Scent Deodorant,7.99,188.0
4960,nan,Kellogg,5.24,27.0
4961,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,185.0
4962,nan,Schweppes Caffeine-Free Ginger Ale,18.75,
4963,GROCERIES,Oral-B Bacteria Blast Manual Toothbrush,2.49,264.0
4964,COOKIES,Olay Ultimate Eye Cream,30.99,225.0
4965,BEVERAGES,Propel Electrolyte,1.0,320.0
4966,PANTRY,Cinnamon Toast,6.49,47.0
4967,nan,Bunny Shapes Deluxe Cheddar Mac,3.49,
4968,GROCERIES,Tide,8.49,519.0
4969,COOKIES,Olay Ultimate Eye Cream,30.99,225.0
4970,GROCERIES,Crest Pro-Health Advanced Gum Protection Toothpaste,2.99,554.0
4971,GROCERIES,Maxwell,6.28,0.0
4972,PERSONAL CARE,Parodontax Teeth Whitening Toothpaste,6.79,4.0
4973,GROCERIES,Oral-B Pro,22.99,47.0
4974,GROCERIES,Olay Regenerist Micro-Sculpting Cream Face Moisturizer,10.49,67.0
4975,nan,Hp Stream,225.98,
4976,nan,Caffeine-Free,48.63,
4977,TVS & TV ACCESSORIES,Insignia Black Rf Modulator,14.99,0.0
4978,DAIRY,Olay Firming Cream,7.49,131.0
4979,GROCERIES,Invisible,7.99,251.0
4980,GROCERIES,Strawberry,1.89,4.0
4981,nan,Pringles Potato Crisps Chips,1.74,11.0
4982,nan,Spice Hardest Working Collection Anti-Perspirant Deodorant,7.99,
4983,PERSONAL CARE,Ultra Thin Pads Unscented Size,9.99,237.0
4984,nan,Divided Rectangle,22.89,
4985,nan,Coco Joy,2.88,
4986,GROCERIES,Gillette Skinguard Men,22.99,129.0
4987,GROCERIES,Gillette Skinguard Men,22.99,129.0
4988,nan,Pringles Potato Crisps Chips,1.74,11.0
4989,nan,Detox Facial Mask,3.39,
4990,FROZEN FOOD,Eggo Frozen Waffles,8.79,1621.0
4991,nan,Pringles Potato Crisps Chips,1.74,11.0
4992,GROCERIES,Olay,10.49,44.0
4993,nan,Olay Vitamin,7.49,
4994,nan,Polar Seltzer,2.94,
4995,DAIRY,Sourmelon Bites,7.99,5.0
4996,PERSONAL CARE & PHARMACY,Olay,27.99,137.0
4997,nan,Polar Seltzer,2.94,
4998,nan,Swiffer Sweeper Xl Wet Mopping Pad,12.49,
4999,GROCERIES,Febreze Odor-Eliminating,4.49,150.0
5000,HEALTH CARE,Advil Pain Reliever,10.99,31.0
5001,PERSONAL CARE,Sensodyne Repair,8.49,36.0
5002,nan,Diet Pepsi Cola Soda Pop,10.18,
5003,nan,Polident,8.99,
5004,nan,Dunkin Original Blend Whole Bean Coffee,13.92,
5005,nan,Head,8.99,14.0
5006,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,8.49,
5007,nan,Diet,2.88,
5008,nan,Coffee Dark Roast Ground Coffee,11.03,
5009,nan,Pringles Potato Crisps Chips,1.74,
5010,nan,Pringles Potato Crisps Chips,1.74,11.0
5011,nan,Cream Soda,18.2,
5012,nan,Purely Inspired Collagen Protein Powder,20.26,
5013,BEVERAGES,Arrowhead Brand,13.59,0.0
5014,FROZEN FOOD,Eggo Frozen,3.54,55.0
5015,SEXUAL WELLNESS,Nature,10.99,0.0
5016,COOKIES,Smartypants Prenatal,20.99,164.0
5017,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
5018,PERSONAL CARE,Parodontax Teeth Whitening Toothpaste,7.49,4.0
5019,GROCERIES,Gillette Mach3,9.99,60.0
5020,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
5021,nan,Sunkist Grape Soda,17.99,
5022,nan,Cream Soda,18.2,
5023,nan,Topo Chico Sparkling,10.58,
5024,VITAMINS & SUPPLEMENTS,Centrum Multigummies Men,20.99,182.0
5025,GROCERIES,Spice Invisible,7.99,41.0
5026,,Eggo Frozen Waffles,8.79,
5027,BEVERAGES,Propel Electrolyte,1.0,320.0
5028,nan,Sensodyne Pronamel,8.49,
5029,nan,Pringles Potato Crisps Chips,1.74,
5030,nan,Rc Cola Soda,2.88,
5031,nan,Polar Beverages,0.98,
5032,GROCERIES,Invisible,7.99,251.0
5033,FROZEN FOOD,Eggo Frozen,3.54,55.0
5034,nan,Propel Watermelon Flavored Enhanced,5.98,
5035,GROCERIES,Spice Invisible,7.99,41.0
5036,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
5037,GROCERIES,Flexfoam Pads,10.69,152.0
5038,nan,7Up Cherry,18.75,
5039,nan,Sensodyne Pronamel,8.49,
5040,nan,Olay,6.99,
5041,BABY ITEMS,Olay Lotion Moisturizer,9.99,164.0
5042,nan,Lipton Lemon Iced Tea,18.75,
5043,nan,Olay Vitamin,11.99,
5044,DAIRY,Preparation H Rapid Relief Lidocaine Hemorrhoid Cream,37.99,113.0
5045,nan,Sensodyne Complete Protection Sensitivity Toothpaste,8.49,
5046,nan,Diet Pepsi Cola Soda Pop,3.33,
5047,nan,Sunkist Orange Soda,2.88,
5048,GROCERIES,Spice Aqua Reef Scent Deodorant,7.99,188.0
5049,nan,Crush Grape Soda,18.28,
5050,nan,Pringles Potato Crisps Chips,2.24,
5051,nan,Mountain Dew Zero Sugar Citrus Soda Pop,4.98,
5052,nan,Pure,14.71,
5053,HEALTH CARE,Advil Pain Reliever,10.99,31.0
5054,nan,Kellogg,3.24,2.0
5055,GROCERIES,Antiperspirant Deodorant,11.99,45.0
5056,nan,Olay,6.99,
5057,nan,Barq,6.18,
5058,nan,Lipton Lemon Iced Tea,18.75,
5059,GROCERIES,Gillette Proglide Shield Men,25.99,247.0
5060,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
5061,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
5062,PERSONAL CARE,Parodontax Teeth Whitening Toothpaste,7.49,4.0
